Dataset,Algorithm,Run_ID,Best_Fitness,Info_Loss,Accuracy_Original,Accuracy_After,Execution_Time_s,K_Violations,L_Violations,Iterations,Success,Solution_Vector
mgm,GA,3,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,38.576749086380005,0,0,1,1,"[4, 2, 0, 1, 1]"
mgm,GA,4,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,41.95319700241089,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,ARO-APO,25,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,139.48614072799683,0,0,9,1,"[4, 2, 0, 1, 1]"
mgm,ARO-APO,27,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,120.83091235160828,0,0,6,1,"[4, 2, 0, 1, 1]"
mgm,GA,6,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,42.9719922542572,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,GA,5,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,46.409512519836426,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,GA,7,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,46.54513621330261,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,GA,9,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,46.01336741447449,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,GA,8,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,53.49320411682129,0,0,5,1,"[4, 2, 0, 1, 1]"
mgm,GA,10,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,46.71819305419922,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,GA,11,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,47.7266583442688,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,GA,12,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,44.09991693496704,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,ARO-APO,30,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,137.87040543556213,0,0,8,1,"[4, 2, 0, 1, 1]"
mgm,GA,13,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,43.695971727371216,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,GA,14,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,43.32208251953125,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,GA,15,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,55.12492465972901,0,0,5,1,"[4, 2, 0, 1, 1]"
mgm,GA,18,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,39.60523271560669,0,0,1,1,"[4, 2, 0, 1, 1]"
mgm,GA,16,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,50.92876219749451,0,0,4,1,"[4, 2, 0, 1, 1]"
mgm,ARO-APO,29,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,170.4467113018036,0,0,12,1,"[4, 2, 0, 1, 1]"
mgm,GA,17,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,54.486897468566895,0,0,5,1,"[4, 2, 0, 1, 1]"
mgm,GA,21,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,42.63108897209168,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,GA,23,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,49.34080743789673,0,0,4,1,"[4, 2, 0, 1, 1]"
mgm,GA,19,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,60.89018702507019,0,0,7,1,"[4, 2, 0, 1, 1]"
mgm,GA,24,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,39.869713306427,0,0,1,1,"[4, 2, 0, 1, 1]"
mgm,GA,26,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,40.029813289642334,0,0,1,1,"[4, 2, 0, 1, 1]"
mgm,GA,20,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,61.76556038856506,0,0,7,1,"[4, 2, 0, 1, 1]"
mgm,GA,22,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,61.61117959022522,0,0,7,1,"[4, 2, 0, 1, 1]"
mgm,GA,25,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,43.60298013687134,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,GA,28,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,40.40744376182556,0,0,1,1,"[4, 2, 0, 1, 1]"
mgm,GA,27,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,47.38756418228149,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,GA,29,1060.9638554216867,0.4,0.8192771084337349,0.5903614457831325,48.91001057624817,0,1,3,0,"[3, 2, 1, 1, 1]"
mgm,PSO,2,67.68072289156626,0.45,0.8192771084337349,0.5481927710843374,45.86757636070252,0,0,2,1,"[4, 2, 1, 1, 1]"
mgm,GA,30,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,52.06352472305298,0,0,4,1,"[4, 2, 0, 1, 1]"
mgm,PSO,3,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,44.23043370246887,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,6,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,44.23325061798096,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,1,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,56.13539338111877,0,0,5,1,"[4, 2, 0, 1, 1]"
mgm,PSO,5,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,48.218260526657104,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,PSO,7,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,44.13098049163818,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,4,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,55.12260890007019,0,0,5,1,"[4, 2, 0, 1, 1]"
mgm,PSO,8,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,69.19569396972656,0,0,9,1,"[4, 2, 0, 1, 1]"
mgm,PSO,9,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,49.40389251708984,0,0,4,1,"[4, 2, 0, 1, 1]"
mgm,PSO,11,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,41.29774022102356,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,10,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,42.40989017486572,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,14,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,37.95107483863831,0,0,1,1,"[4, 2, 0, 1, 1]"
mgm,PSO,13,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,41.52983903884888,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,12,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,45.2866747379303,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,PSO,16,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,41.72861576080322,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,15,67.68072289156626,0.45,0.8192771084337349,0.5481927710843374,46.26328802108765,0,0,3,1,"[4, 2, 1, 1, 1]"
mgm,PSO,17,67.68072289156626,0.45,0.8192771084337349,0.5481927710843374,42.65691614151001,0,0,2,1,"[4, 2, 1, 1, 1]"
mgm,PSO,18,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,44.92551851272583,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,PSO,20,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,41.61094808578491,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,19,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,48.3917407989502,0,0,4,1,"[4, 2, 0, 1, 1]"
mgm,PSO,21,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,45.13623213768005,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,PSO,23,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,41.14458656311035,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,24,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,41.16474914550781,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,22,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,44.54712700843811,0,0,3,1,"[4, 2, 0, 1, 1]"
mgm,PSO,25,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,40.15689778327942,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,26,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,36.42451500892639,0,0,1,1,"[4, 2, 0, 1, 1]"
mgm,PSO,27,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,38.41491389274597,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,29,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,24.37304425239563,0,0,1,1,"[4, 2, 0, 1, 1]"
mgm,PSO,28,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,28.16474747657776,0,0,2,1,"[4, 2, 0, 1, 1]"
mgm,PSO,30,65.78313253012048,0.4,0.8192771084337349,0.5421686746987951,25.414283514022827,0,0,2,1,"[4, 2, 0, 1, 1]"
cahousing,ARO-APO,7,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,1360.8116328716278,0,0,2,1,"[4, 3, 3, 4, 2]"
cahousing,ARO-APO,1,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,1363.067716836929,0,0,2,1,"[4, 3, 3, 4, 2]"
cahousing,ARO-APO,4,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,1406.0139636993408,0,0,2,1,"[4, 3, 3, 4, 2]"
cahousing,ARO-APO,9,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1418.126898765564,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,3,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1760.2576415538788,0,0,6,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,8,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1984.6703317165372,0,0,8,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,5,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2020.1879515647888,0,0,8,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,2,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2021.74773979187,0,0,8,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,10,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2417.7525794506078,0,0,12,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,6,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2444.577449798584,0,0,12,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,13,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1407.063802242279,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,15,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1434.002271413803,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,14,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1833.7124400138853,0,0,6,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,18,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1609.5564579963684,0,0,4,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,11,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2296.343027114868,0,0,10,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,12,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2691.4435822963715,0,0,14,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,19,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1639.9262778759005,0,0,5,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,21,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,1372.337629556656,0,0,2,1,"[4, 3, 3, 4, 2]"
cahousing,ARO-APO,16,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2253.489876031876,0,0,10,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,20,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,1911.9550380706787,0,0,7,1,"[4, 3, 3, 4, 2]"
cahousing,ARO-APO,17,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2498.5305478572845,0,0,12,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,27,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1207.6376423835754,0,0,1,1,"[3, 3, 3, 4, 2]"
cahousing,GA,1,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,780.1737520694733,0,0,6,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,23,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2050.587834596634,0,0,8,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,22,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2227.447766065597,0,0,10,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,24,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,1833.0129368305209,0,0,6,1,"[4, 3, 3, 4, 2]"
cahousing,ARO-APO,28,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1607.6971745491028,0,0,4,1,"[3, 3, 3, 4, 2]"
cahousing,GA,2,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,636.3721022605896,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,26,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1879.172375679016,0,0,7,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,25,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2447.721122980118,0,0,12,1,"[3, 3, 3, 4, 2]"
cahousing,GA,4,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,932.3459017276764,0,0,9,1,"[3, 3, 3, 4, 2]"
cahousing,GA,3,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,980.0627229213716,0,0,10,1,"[3, 3, 3, 4, 2]"
cahousing,GA,6,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,932.9752633571624,0,0,9,1,"[3, 3, 3, 4, 2]"
cahousing,GA,5,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,984.547708272934,0,0,10,1,"[3, 3, 3, 4, 2]"
cahousing,GA,7,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,691.5328409671783,0,0,4,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,30,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2220.5288314819336,0,0,10,1,"[3, 3, 3, 4, 2]"
cahousing,GA,9,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,739.1139249801636,0,0,5,1,"[3, 3, 3, 4, 2]"
cahousing,ARO-APO,29,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,2480.122927427292,0,0,12,1,"[3, 3, 3, 4, 2]"
cahousing,GA,10,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,738.4789412021637,0,0,5,1,"[3, 3, 3, 4, 2]"
cahousing,GA,14,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,634.7774901390076,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,GA,8,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1162.172129154205,0,0,14,1,"[3, 3, 3, 4, 2]"
cahousing,GA,11,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,877.2982640266418,0,0,8,1,"[3, 3, 3, 4, 2]"
cahousing,GA,15,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,639.8133955001831,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,GA,12,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,927.8903391361235,0,0,9,1,"[3, 3, 3, 4, 2]"
cahousing,GA,13,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,924.2796874046326,0,0,9,1,"[3, 3, 3, 4, 2]"
cahousing,GA,19,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,640.4038908481598,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,GA,16,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1030.38428068161,0,0,11,1,"[3, 3, 3, 4, 2]"
cahousing,GA,17,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,979.6133186817168,0,0,10,1,"[3, 3, 3, 4, 2]"
cahousing,GA,22,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,639.8990972042084,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,GA,23,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,638.6672155857086,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,GA,20,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,736.091965675354,0,0,5,1,"[3, 3, 3, 4, 2]"
cahousing,GA,18,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1271.1865639686584,0,0,16,1,"[3, 3, 3, 4, 2]"
cahousing,GA,21,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1036.9211251735687,0,0,11,1,"[3, 3, 3, 4, 2]"
cahousing,GA,24,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,928.2740626335144,0,0,9,1,"[3, 3, 3, 4, 2]"
cahousing,GA,26,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,694.7495608329773,0,0,4,1,"[3, 3, 3, 4, 2]"
cahousing,GA,27,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,746.9923849105835,0,0,5,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,1,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,639.2474443912506,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,GA,28,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,805.3333265781403,0,0,6,1,"[3, 3, 3, 4, 2]"
cahousing,GA,29,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,743.5152461528778,0,0,5,1,"[3, 3, 3, 4, 2]"
cahousing,GA,25,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,1241.3171784877777,0,0,15,1,"[3, 3, 3, 4, 2]"
cahousing,GA,30,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,799.7267920970917,0,0,6,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,2,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,749.7764587402344,0,0,5,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,3,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,639.4246723651886,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,5,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,587.8641967773438,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,4,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,639.3035116195679,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,6,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,586.9892725944519,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,7,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,633.5556857585907,0,0,3,1,"[4, 3, 3, 4, 2]"
cahousing,PSO,9,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,581.8766095638275,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,8,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,635.7615246772766,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,11,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,632.9764997959137,0,0,3,1,"[4, 3, 3, 4, 2]"
cahousing,PSO,10,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,637.0145170688629,0,0,3,1,"[4, 3, 3, 4, 2]"
cahousing,PSO,12,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,577.9714741706848,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,14,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,628.6890306472778,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,15,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,628.9319312572479,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,13,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,832.8771696090698,0,0,7,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,16,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,679.5452823638916,0,0,4,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,18,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,583.6108582019806,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,17,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,632.9686753749847,0,0,3,1,"[4, 3, 3, 4, 2]"
cahousing,PSO,19,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,633.8171308040619,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,21,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,585.0491921901703,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,20,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,586.1506803035736,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,22,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,576.3495466709137,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,24,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,576.8934652805328,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,23,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,669.7490339279175,0,0,4,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,26,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,556.8610501289368,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,25,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,608.2982342243195,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,27,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,548.6605818271637,0,0,2,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,29,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,576.4388167858124,0,0,3,1,"[3, 3, 3, 4, 2]"
cahousing,PSO,28,58.8953488372093,0.8,0.9680232558139537,0.811046511627907,622.7351746559143,0,0,4,1,"[4, 3, 3, 4, 2]"
cahousing,PSO,30,56.73449612403101,0.75,0.9680232558139537,0.8076550387596899,659.5853886604309,0,0,6,1,"[3, 3, 3, 4, 2]"
adult,ARO-APO,1,1025.0,0.5,0.8339134758826454,1.0,1285.3173079490662,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,6,1025.0,0.5,0.8339134758826454,1.0,1309.6887726783752,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,10,1025.0,0.5,0.8339134758826454,1.0,1319.423169851303,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,2,1025.0,0.5,0.8339134758826454,1.0,1325.2297174930573,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,4,1025.0,0.5,0.8339134758826454,1.0,1399.3729021549225,0,1,4,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,7,1025.0,0.5,0.8339134758826454,1.0,1438.4773597717283,0,1,4,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,3,1025.0,0.5,0.8339134758826454,1.0,1763.0864007472992,0,1,6,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,8,1025.0,0.5,0.8339134758826454,1.0,2322.5911450386047,0,1,12,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,13,1025.0,0.5,0.8339134758826454,1.0,1241.7524626255035,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,11,1025.0,0.5,0.8339134758826454,1.0,1302.7673490047457,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,15,1025.0,0.5,0.8339134758826454,1.0,1271.2139809131622,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,14,1025.0,0.5,0.8339134758826454,1.0,1362.7571272850037,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,9,1025.0,0.5,0.8339134758826454,1.0,2761.8417258262634,0,1,14,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,5,1025.0,0.5,0.8339134758826454,1.0,2958.0631165504456,0,1,16,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,12,1025.0,0.5,0.8339134758826454,1.0,1781.6691677570343,0,1,6,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,16,1025.0,0.5,0.8339134758826454,1.0,1951.411149263382,0,1,8,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,17,1025.0,0.5,0.8339134758826454,1.0,1699.811311006546,0,1,6,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,22,1025.0,0.5,0.8339134758826454,1.0,1285.0619847774506,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,21,1025.0,0.5,0.8339134758826454,1.0,1422.6868288516998,0,1,3,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,19,1025.0,0.5,0.8339134758826454,1.0,1696.982280254364,0,1,6,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,18,1025.0,0.5,0.8339134758826454,1.0,1955.758535861969,0,1,8,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,24,1025.0,0.5,0.8339134758826454,1.0,1352.151674747467,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,23,1025.0,0.5,0.8339134758826454,1.0,1693.8318765163422,0,1,5,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,20,1025.0,0.5,0.8339134758826454,1.0,1898.668087720871,0,1,8,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,27,1025.0,0.5,0.8339134758826454,1.0,1355.660134792328,0,1,2,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,GA,2,1025.0,0.5,0.8339134758826454,1.0,586.3027834892273,0,1,6,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,GA,1,1025.0,0.5,0.8339134758826454,1.0,728.7476723194122,0,1,9,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,ARO-APO,25,1025.0,0.5,0.8339134758826454,1.0,1930.6623351573944,0,1,8,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,GA,3,1025.0,0.5,0.8339134758826454,1.0,568.8390471935272,0,1,5,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,GA,4,1025.0,0.5,0.8339134758826454,1.0,623.4408512115479,0,1,8,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
adult,GA,5,1025.0,0.5,0.8339134758826454,1.0,658.386638879776,0,1,4,0,"[4, 3, 2, 2, 2, 1, 1, 1, 2]"
