I10 - Cao huyet ap vo can;Vo Can;Tang Huyet Ap;Tuan Hoan;*
I11 - Benh tim do cao huyet ap;Co Benh Tim;Tang Huyet Ap;Tuan Hoan;*
I20 - Con dau that nguc;Dau That Nguc;Thieu Mau Co Tim;Tuan Hoan;*
I21 - Nhoi mau co tim cap;Nhoi Mau;Thieu Mau Co Tim;Tuan Hoan;*
J10 - Cum do virus;Cum;Nhiem Trung;Ho Hap;*
J11 - Cum chua xac dinh;Cum;Nhiem Trung;Ho Hap;*
J12 - Viem phoi virus;Viem Phoi;Nhiem Trung;Ho Hap;*
J15 - Viem phoi vi khuan;Viem Phoi;Nhiem Trung;Ho Hap;*
