Nguoi Kinh Bac;Kinh;Viet-Muong;Vietic;*
Nguoi Kinh Nam;Kinh;Viet-Muong;Vietic;*
Muong Bi;Muong;Viet-Muong;Vietic;*
Muong Vang;Muong;Viet-Muong;Vietic;*
Thai Den;Thai;Tai;Tai-Kadai;*
Thai Trang;Thai;Tai;Tai-Kadai;*
Tay Nung;Tay;Tai;Tai-Kadai;*
Tay Khao;Tay;Tai;Tai-Kadai;*
Cham Ba La Mon;Cham;Malayo-Polynesian;Austronesian;*
Cham Ba Ni;Cham;Malayo-Polynesian;Austronesian;*
E De Kpa;E De;Malayo-Polynesian;Austronesian;*
E De Adham;E De;Malayo-Polynesian;Austronesian;*
